1.27433	1.48341	1.65928	1.79937	1.9114	1.99575	2.05661	2.09436	2.1096	2.10102	
1.28727	1.50213	1.67884	1.82252	1.93407	2.01936	2.07972	2.11724	2.13178	2.12235	
1.30034	1.51939	1.70068	1.8446	1.95783	2.04281	2.10328	2.14026	2.15422	2.1439	
1.31354	1.53822	1.72147	1.868	1.9813	2.06682	2.12693	2.16358	2.17686	2.16566	
1.32688	1.55648	1.74359	1.89104	2.00547	2.09089	2.15094	2.18709	2.19975	2.18765	
1.34035	1.57568	1.76542	1.91489	2.02968	2.11537	2.17513	2.21088	2.22286	2.20986	
1.35396	1.59483	1.78807	1.9388	2.05438	2.14005	2.19962	2.23489	2.24622	2.2323	
1.3677	1.6146	1.81084	1.96325	2.07928	2.16507	2.22435	2.25916	2.26981	2.25496	
1.38159	1.63458	1.83419	1.98797	2.10459	2.19035	2.24937	2.28368	2.29365	2.27785	
1.39561	1.65506	1.85787	2.01313	2.13018	2.21595	2.27464	2.30846	2.31773	2.30098	
1.40978	1.6759	1.88204	2.03865	2.15615	2.24183	2.30021	2.3335	2.34206	2.32434	
1.42409	1.69721	1.90664	2.06459	2.18244	2.26804	2.32605	2.3588	2.36665	2.34793	
1.43855	1.71895	1.93173	2.09094	2.20911	2.29455	2.35219	2.38438	2.39149	2.37177	
1.45316	1.74118	1.95729	2.11771	2.23612	2.32139	2.37861	2.41023	2.4166	2.39585	
1.46791	1.7639	1.98335	2.1449	2.26351	2.34855	2.40533	2.43637	2.44197	2.42017	
1.48281	1.78716	2.00994	2.17254	2.29127	2.37604	2.43236	2.46278	2.4676	2.44474	
1.49786	1.81097	2.03705	2.20063	2.31941	2.40387	2.45969	2.48948	2.49351	2.46956	
1.51307	1.83536	2.06472	2.22917	2.34794	2.43203	2.48733	2.51647	2.51969	2.49463	
1.52843	1.86037	2.09295	2.25817	2.37686	2.46054	2.51528	2.54376	2.54615	2.51996	
1.54395	1.88603	2.12177	2.28765	2.40617	2.4894	2.54355	2.57135	2.57289	2.54554	
1.55962	1.91238	2.15118	2.31761	2.43589	2.51861	2.57215	2.59924	2.59992	2.57138	
1.57546	1.93945	2.18122	2.34806	2.46601	2.54818	2.60108	2.62743	2.62724	2.59749	
1.59145	1.9673	2.21188	2.379	2.49654	2.57811	2.63033	2.65594	2.65485	2.62386	
1.60761	1.99596	2.24319	2.41045	2.52749	2.60841	2.65992	2.68477	2.68276	2.6505	
1.62393	2.02548	2.27517	2.4424	2.55886	2.63907	2.68985	2.71391	2.71097	2.67741	
1.64042	2.05593	2.30783	2.47487	2.59065	2.67011	2.72013	2.74338	2.73948	2.70459	
1.65707	2.08735	2.34118	2.50785	2.62287	2.70153	2.75075	2.77317	2.76831	2.73205	
1.67389	2.11982	2.37523	2.54135	2.65552	2.73333	2.78173	2.8033	2.79744	2.75978	
1.69089	2.15339	2.41001	2.57539	2.68861	2.76551	2.81306	2.83376	2.8269	2.7878	
1.70805	2.18815	2.44552	2.60995	2.72213	2.79809	2.84475	2.86457	2.85667	2.8161	
1.72539	2.22418	2.48177	2.64505	2.75609	2.83105	2.87681	2.89572	2.88678	2.84469	
1.74291	2.26157	2.51878	2.68068	2.79049	2.86441	2.90924	2.92722	2.91721	2.87357	
1.7606	2.30041	2.55655	2.71685	2.82534	2.89817	2.94204	2.95908	2.94798	2.90274	
1.77848	2.34082	2.5951	2.75356	2.86064	2.93233	2.97522	2.9913	2.97908	2.93221	
1.79653	2.3829	2.63444	2.79082	2.89639	2.9669	3.00877	3.02388	3.01054	2.96198	
1.81477	2.4268	2.67457	2.82862	2.93259	3.00188	3.04272	3.05683	3.04234	2.99205	
1.8332	2.47266	2.7155	2.86696	2.96924	3.03728	3.07705	3.09015	3.0745	3.02243	
1.85181	2.52065	2.75727	2.90586	3.00636	3.07309	3.11179	3.12386	3.10702	3.05311	
1.87061	2.57096	2.79989	2.94531	3.04393	3.10932	3.14692	3.15794	3.1399	3.08411	
1.8896	2.6238	2.84338	2.98532	3.08197	3.14598	3.18245	3.19242	3.17316	3.11542	
1.90878	2.67942	2.8878	3.0259	3.12048	3.18306	3.2184	3.2273	3.20679	3.14705	
1.92816	2.73812	2.9332	3.06706	3.15946	3.22058	3.25475	3.26257	3.24081	3.179	
1.94773	2.80026	2.97967	3.10882	3.19892	3.25854	3.29153	3.29826	3.27522	3.21127	
1.96751	2.86626	3.02733	3.1512	3.23887	3.29694	3.32874	3.33436	3.31002	3.24387	
1.98748	2.93667	3.07635	3.19423	3.27931	3.33579	3.36637	3.37087	3.34522	3.2768	
2.00766	3.01215	3.12698	3.23798	3.32027	3.3751	3.40444	3.40782	3.38084	3.31007	
2.02804	3.0936	3.17956	3.28251	3.36176	3.41488	3.44296	3.44519	3.41687	3.34368	
2.04863	3.18217	3.23459	3.32793	3.40381	3.45513	3.48193	3.48301	3.45333	3.37762	
2.06943	3.27947	3.29282	3.3744	3.44644	3.49587	3.52136	3.52128	3.49022	3.41191	
2.09044	3.38774	3.35533	3.42214	3.48972	3.53712	3.56125	3.56	3.52756	3.44655	
2.11166	3.51023	3.42381	3.47154	3.53372	3.57889	3.60163	3.59919	3.56535	3.48154	
2.1331	3.65188	3.50093	3.52319	3.57855	3.62122	3.6425	3.63885	3.60359	3.51689	
2.15475	3.82046	3.59112	3.57812	3.6244	3.66414	3.68387	3.679	3.64231	3.55259	
2.17663	4.02895	3.70214	3.63821	3.67158	3.70773	3.72578	3.71965	3.68152	3.58866	
2.19873	4.30055	3.84861	3.70719	3.72067	3.75207	3.76824	3.76081	3.72122	3.62509	
2.22105	4.68046	4.06066	3.79331	3.77284	3.79737	3.8113	3.8025	3.76143	3.66189	
2.2436	5.26793	4.40838	3.91757	3.83081	3.84395	3.85503	3.84475	3.80216	3.69907	
2.26638	6.3208	5.08477	4.1448	3.90243	3.8926	3.89953	3.88758	3.84345	3.73662	
2.28938	8.70577	6.76892	4.74104	4.01842	3.94555	3.94507	3.93105	3.8853	3.77456	
2.31263	16.9008	12.9851	7.4325	4.38144	4.01202	3.99227	3.97525	3.92776	3.81288	
2.3361	82.0577	60.0359	38.1639	8.47209	4.177	4.04364	4.02041	3.97087	3.85159	
2.35982	3083.28	1674.43	2019.04	515.883	10.7791	4.12388	4.06727	4.01475	3.89069	
2.38378	4.59742e+06	1.72143e+06	2.09147e+06	5.15307e+06	127417	18.5399	4.1227	4.05969	3.93019	
2.40798	9.29865e+12	1.84437e+13	3.50556e+13	1.21946e+13	6.38483e+13	9.69589e+09	67.7745	4.10802	3.97009	
2.43243	2.07773e+27	4.14506e+27	2.49127e+26	5.10955e+27	9.65359e+26	1.91744e+28	8.10747e+19	1193.38	4.01039	
2.45712	2.2106e+56	4.34942e+55	1.15649e+55	6.69459e+54	2.51416e+57	1.24138e+55	3.44744e+57	9.52516e+39	4.05111	
2.48207	5.02019e+112	1.15008e+114	3.51199e+112	1.61723e+116	8.84278e+110	2.26009e+115	4.17604e+111	2.23784e+116	4.09223	
2.50726	7.02083e+229	1.22197e+226	1.36672e+234	6.41507e+226	1.01138e+234	5.88701e+224	2.12781e+234	9.55652e+224	4.13378	
2.53272	inf	inf	inf	inf	inf	inf	inf	inf	4.17575	
2.55843	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	4.21814	
2.5844	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	4.26096	
2.61064	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	4.30422	
2.63715	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	4.34792	
2.66392	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	4.39206	
2.69096	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	4.43665	
2.71828	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	4.48169	
