1	1.11064	1.21839	1.32019	1.41295	1.49367	1.55962	1.60851	1.63858	1.64872	
1.01015	1.12192	1.23076	1.3336	1.42729	1.50883	1.57546	1.62484	1.65521	1.66546	
1.02041	1.13331	1.24325	1.34713	1.44178	1.52415	1.59145	1.64134	1.67201	1.68237	
1.03077	1.14481	1.25588	1.36081	1.45642	1.53962	1.60761	1.658	1.68899	1.69945	
1.04123	1.15644	1.26863	1.37463	1.47121	1.55525	1.62393	1.67483	1.70614	1.7167	
1.0518	1.16818	1.28151	1.38858	1.48614	1.57104	1.64042	1.69183	1.72346	1.73413	
1.06248	1.18004	1.29452	1.40268	1.50123	1.58699	1.65707	1.70901	1.74095	1.75173	
1.07327	1.19202	1.30766	1.41692	1.51647	1.6031	1.67389	1.72636	1.75863	1.76952	
1.08416	1.20412	1.32093	1.4313	1.53187	1.61938	1.69089	1.74389	1.77648	1.78748	
1.09517	1.21634	1.33434	1.44583	1.54742	1.63582	1.70805	1.76159	1.79452	1.80563	
1.10629	1.22869	1.34789	1.46051	1.56313	1.65243	1.72539	1.77948	1.81274	1.82396	
1.11752	1.24116	1.36157	1.47534	1.579	1.6692	1.74291	1.79754	1.83114	1.84248	
1.12886	1.25376	1.3754	1.49032	1.59503	1.68615	1.7606	1.81579	1.84973	1.86118	
1.14032	1.26649	1.38936	1.50545	1.61122	1.70327	1.77848	1.83422	1.86851	1.88008	
1.1519	1.27935	1.40347	1.52073	1.62758	1.72056	1.79653	1.85285	1.88748	1.89916	
1.1636	1.29234	1.41771	1.53617	1.6441	1.73803	1.81477	1.87166	1.90664	1.91845	
1.17541	1.30546	1.43211	1.55177	1.66079	1.75567	1.8332	1.89066	1.926	1.93792	
1.18734	1.31871	1.44665	1.56752	1.67765	1.77349	1.85181	1.90985	1.94555	1.9576	
1.1994	1.3321	1.46133	1.58343	1.69469	1.7915	1.87061	1.92924	1.9653	1.97747	
1.21157	1.34562	1.47617	1.59951	1.71189	1.80969	1.8896	1.94883	1.98525	1.99755	
1.22387	1.35928	1.49116	1.61575	1.72927	1.82806	1.90878	1.96861	2.00541	2.01783	
1.2363	1.37308	1.50629	1.63215	1.74683	1.84662	1.92816	1.9886	2.02577	2.03831	
1.24885	1.38702	1.52159	1.64872	1.76456	1.86537	1.94773	2.00879	2.04633	2.059	
1.26153	1.40111	1.53703	1.66546	1.78247	1.8843	1.96751	2.02918	2.06711	2.07991	
1.27433	1.41533	1.55264	1.68237	1.80057	1.90343	1.98748	2.04978	2.08809	2.10102	
1.28727	1.4297	1.5684	1.69945	1.81885	1.92276	2.00766	2.07059	2.10929	2.12235	
1.30034	1.44421	1.58432	1.7167	1.83732	1.94228	2.02804	2.09161	2.13071	2.1439	
1.31354	1.45887	1.60041	1.73413	1.85597	1.962	2.04863	2.11285	2.15234	2.16566	
1.32688	1.47369	1.61665	1.75173	1.87481	1.98191	2.06943	2.1343	2.17419	2.18765	
1.34035	1.48865	1.63307	1.76952	1.89384	2.00203	2.09044	2.15596	2.19626	2.20986	
1.35396	1.50376	1.64965	1.78748	1.91307	2.02236	2.11166	2.17785	2.21856	2.2323	
1.3677	1.51903	1.66639	1.80563	1.93249	2.04289	2.1331	2.19996	2.24108	2.25496	
1.38159	1.53445	1.68331	1.82396	1.95211	2.06363	2.15475	2.2223	2.26383	2.27785	
1.39561	1.55003	1.7004	1.84248	1.97193	2.08458	2.17663	2.24486	2.28682	2.30098	
1.40978	1.56576	1.71766	1.86118	1.99195	2.10574	2.19873	2.26765	2.31003	2.32434	
1.42409	1.58166	1.7351	1.88008	2.01217	2.12712	2.22105	2.29067	2.33348	2.34793	
1.43855	1.59772	1.75272	1.89916	2.0326	2.14872	2.2436	2.31392	2.35717	2.37177	
1.45316	1.61394	1.77051	1.91845	2.05323	2.17053	2.26638	2.33742	2.3811	2.39585	
1.46791	1.63032	1.78849	1.93792	2.07408	2.19257	2.28938	2.36115	2.40528	2.42017	
1.48281	1.64687	1.80664	1.9576	2.09514	2.21483	2.31263	2.38512	2.4297	2.44474	
1.49786	1.66359	1.82498	1.97747	2.11641	2.23731	2.3361	2.40933	2.45436	2.46956	
1.51307	1.68048	1.84351	1.99755	2.13789	2.26003	2.35982	2.43379	2.47928	2.49463	
1.52843	1.69754	1.86223	2.01783	2.1596	2.28297	2.38378	2.4585	2.50445	2.51996	
1.54395	1.71477	1.88113	2.03831	2.18152	2.30615	2.40798	2.48346	2.52988	2.54554	
1.55962	1.73218	1.90023	2.059	2.20367	2.32956	2.43243	2.50867	2.55556	2.57138	
1.57546	1.74977	1.91952	2.07991	2.22604	2.35321	2.45712	2.53414	2.58151	2.59749	
1.59145	1.76753	1.93901	2.10102	2.24864	2.3771	2.48207	2.55987	2.60771	2.62386	
1.60761	1.78548	1.95869	2.12235	2.27147	2.40123	2.50726	2.58585	2.63419	2.6505	
1.62393	1.8036	1.97858	2.1439	2.29453	2.42561	2.53272	2.61211	2.66093	2.67741	
1.64042	1.82191	1.99867	2.16566	2.31782	2.45024	2.55843	2.63863	2.68794	2.70459	
1.65707	1.84041	2.01896	2.18765	2.34135	2.47511	2.5844	2.66541	2.71523	2.73205	
1.67389	1.85909	2.03945	2.20986	2.36512	2.50024	2.61064	2.69247	2.7428	2.75978	
1.69089	1.87797	2.06016	2.2323	2.38914	2.52562	2.63715	2.71981	2.77064	2.7878	
1.70805	1.89703	2.08107	2.25496	2.41339	2.55126	2.66392	2.74742	2.79877	2.8161	
1.72539	1.91629	2.1022	2.27785	2.43789	2.57716	2.69096	2.77531	2.82719	2.84469	
1.74291	1.93575	2.12354	2.30098	2.46264	2.60333	2.71828	2.80349	2.85589	2.87357	
1.7606	1.9554	2.1451	2.32434	2.48764	2.62976	2.74588	2.83195	2.88488	2.90274	
1.77848	1.97525	2.16688	2.34793	2.5129	2.65645	2.77376	2.8607	2.91417	2.93221	
1.79653	1.9953	2.18888	2.37177	2.53841	2.68342	2.80191	2.88974	2.94375	2.96198	
1.81477	2.01556	2.2111	2.39585	2.56418	2.71067	2.83036	2.91908	2.97364	2.99205	
1.8332	2.03602	2.23355	2.42017	2.59021	2.73818	2.85909	2.94871	3.00383	3.02243	
1.85181	2.05669	2.25622	2.44474	2.61651	2.76598	2.88812	2.97865	3.03432	3.05311	
1.87061	2.07757	2.27913	2.46956	2.64307	2.79406	2.91744	3.00889	3.06513	3.08411	
1.8896	2.09867	2.30227	2.49463	2.6699	2.82243	2.94706	3.03944	3.09625	3.11542	
1.90878	2.11997	2.32564	2.51996	2.69701	2.85108	2.97698	3.07029	3.12768	3.14705	
1.92816	2.14149	2.34925	2.54554	2.72439	2.88003	3.0072	3.10146	3.15943	3.179	
1.94773	2.16324	2.3731	2.57138	2.75205	2.90927	3.03773	3.13295	3.19151	3.21127	
1.96751	2.1852	2.39719	2.59749	2.77999	2.9388	3.06857	3.16476	3.22391	3.24387	
1.98748	2.20738	2.42153	2.62386	2.80821	2.96864	3.09972	3.19689	3.25664	3.2768	
2.00766	2.22979	2.44611	2.6505	2.83672	2.99878	3.13119	3.22934	3.2897	3.31007	
2.02804	2.25243	2.47095	2.67741	2.86552	3.02922	3.16298	3.26213	3.3231	3.34368	
2.04863	2.2753	2.49603	2.70459	2.89461	3.05997	3.19509	3.29524	3.35684	3.37762	
2.06943	2.29839	2.52137	2.73205	2.924	3.09104	3.22753	3.3287	3.39092	3.41191	
2.09044	2.32173	2.54697	2.75978	2.95368	3.12242	3.2603	3.36249	3.42534	3.44655	
2.11166	2.3453	2.57283	2.7878	2.98367	3.15412	3.2934	3.39663	3.46012	3.48154	
2.1331	2.36911	2.59895	2.8161	3.01396	3.18614	3.32683	3.43111	3.49524	3.51689	
2.15475	2.39316	2.62533	2.84469	3.04456	3.21849	3.36061	3.46595	3.53073	3.55259	
2.17663	2.41746	2.65199	2.87357	3.07547	3.25116	3.39472	3.50113	3.56657	3.58866	
2.19873	2.442	2.67891	2.90274	3.10669	3.28417	3.42919	3.53668	3.60278	3.62509	
2.22105	2.46679	2.70611	2.93221	3.13823	3.31751	3.464	3.57258	3.63936	3.66189	
2.2436	2.49183	2.73358	2.96198	3.17009	3.35119	3.49917	3.60885	3.6763	3.69907	
2.26638	2.51713	2.76133	2.99205	3.20227	3.38521	3.53469	3.64549	3.71363	3.73662	
2.28938	2.54269	2.78936	3.02243	3.23478	3.41958	3.57058	3.6825	3.75133	3.77456	
2.31263	2.5685	2.81768	3.05311	3.26762	3.4543	3.60683	3.71988	3.78941	3.81288	
2.3361	2.59458	2.84629	3.08411	3.3008	3.48936	3.64344	3.75765	3.82788	3.85159	
2.35982	2.62092	2.87518	3.11542	3.33431	3.52479	3.68043	3.7958	3.86674	3.89069	
2.38378	2.64752	2.90437	3.14705	3.36816	3.56057	3.7178	3.83433	3.906	3.93019	
2.40798	2.6744	2.93386	3.179	3.40235	3.59672	3.75554	3.87326	3.94566	3.97009	
